,norse_poems,norse_poems_no_italics,name,abbreviation,volume,author
3905,"Æski eg þín hin mikla miskunn
— mier veitiz, ef eg eftir leita
klökkum hug — því að inniz ekki
annað gott, en af þier til, drottinn.
Hreinsa brjóst og leið með listum
líflig orð í stuðla skorðum
steflig gjörð, að vísan verði
vunnin yðr af þessum munni.","Æski eg þín hin mikla miskunn
— mier veitiz, ef eg eftir leita
klökkum hug — því að inniz ekki
annað gott, en af þier til, drottinn.
Hreinsa brjóst og leið með listum
líflig orð í stuðla skorðum
steflig gjörð, að vísan verði
vunnin yðr af þessum munni.",Lilja,Anon Lil 2<sup>VII</sup>,7,Anonymous
3906,"Beiði eg þig, mær og móðir,
mínum að fyrir umsjá þína
renni mál af raddartólum
riettferðugt í vísum sliettum,
skýr og sæt af vörrum várum
vorðin svá, að mætti orðin
laugaz öll í glóanda gulli;
guði væri eg þau skyldr að færa.","Beiði eg þig, mær og móðir,
mínum að fyrir umsjá þína
renni mál af raddartólum
riettferðugt í vísum sliettum,
skýr og sæt af vörrum várum
vorðin svá, að mætti orðin
laugaz öll í glóanda gulli;
guði væri eg þau skyldr að færa.",Lilja,Anon Lil 3<sup>VII</sup>,7,Anonymous
3907,"Fyrri menn, er fræðin kunnu
forn og klók af sínum bókum
slungin, mjúkt af sínum kóngum
sungu lof með danskri tungu.
Í þvílíku móðurmáli
meir skyldumz eg en nökkurr þeira
hrærðan dikt með ástarorðum
allsvaldanda kóngi að gjalda.","Fyrri menn, er fræðin kunnu
forn og klók af sínum bókum
slungin, mjúkt af sínum kóngum
sungu lof með danskri tungu.
Í þvílíku móðurmáli
meir skyldumz eg en nökkurr þeira
hrærðan dikt með ástarorðum
allsvaldanda kóngi að gjalda.",Lilja,Anon Lil 4<sup>VII</sup>,7,Anonymous
3908,"Skapan og fæðing, skírn og prýði,
skynsemd full, að betri er gulli,
dreyrinn Krists af síðusári,
syndalíkn og dagligt yndi,
háleit ván á himnasælu,
hrygðin jarðar neztu bygðar
bjóða mier í frásögn færa
fögr stórmerkin drottins verka.","Skapan og fæðing, skírn og prýði,
skynsemd full, að betri er gulli,
dreyrinn Krists af síðusári,
syndalíkn og dagligt yndi,
háleit ván á himnasælu,
hrygðin jarðar neztu bygðar
bjóða mier í frásögn færa
fögr stórmerkin drottins verka.",Lilja,Anon Lil 5<sup>VII</sup>,7,Anonymous
3909,"Herra guð sá er hverjum dýrri,
himin og jörð í fyrstu gjörði;
prýddi hann með þrysvar þrennum
— það er riett trúa mín — eingla stiettar.
Áðr, var hann þó jafn og síðan
ærinn sier, en skepnan væri;
gjörði hann heim og teygði tíma
tvá jafnaldra í sínu valdi.","Herra guð sá er hverjum dýrri,
himin og jörð í fyrstu gjörði;
prýddi hann með þrysvar þrennum
— það er riett trúa mín — eingla stiettar.
Áðr, var hann þó jafn og síðan
ærinn sier, en skepnan væri;
gjörði hann heim og teygði tíma
tvá jafnaldra í sínu valdi.",Lilja,Anon Lil 6<sup>VII</sup>,7,Anonymous
3910,"Mektarfullr, er af bar öllum
í náttúruskærleik sínum,
skapaður góðr og skein í prýði
skapara næstr í vegsemd hæstri.
Eigi liet sier alla nægjaz
eingill mekt, þá er hafði feingið;
með ofbeldi öðlaz vildi
æðra sess og virðing bæði.","Mektarfullr, er af bar öllum
í náttúruskærleik sínum,
skapaður góðr og skein í prýði
skapara næstr í vegsemd hæstri.
Eigi liet sier alla nægjaz
eingill mekt, þá er hafði feingið;
með ofbeldi öðlaz vildi
æðra sess og virðing bæði.",Lilja,Anon Lil 7<sup>VII</sup>,7,Anonymous
3911,"Fýstiz hann með ofsa æstum
að viðrlíkjaz yfrið ríkum
guðs eingetnum syni, en síðan,
sier nægjandi en eingum vægja.
Fúll metnaðrinn er með öllu;
óvarliga, svá ritning próvar;
ætlar sier við dýran drottin
deila megni, hversu er vegnar.","Fýstiz hann með ofsa æstum
að viðrlíkjaz yfrið ríkum
guðs eingetnum syni, en síðan,
sier nægjandi en eingum vægja.
Fúll metnaðrinn er með öllu;
óvarliga, svá ritning próvar;
ætlar sier við dýran drottin
deila megni, hversu er vegnar.",Lilja,Anon Lil 8<sup>VII</sup>,7,Anonymous
3912,"Svá er greinanda; á samri stundu
sem eingillinn tók að spillaz,
söktiz hann með sínum grönnum
sem blývarða í djúpleik jarðar,
blindan þar sem föður sinn fjandann
feikt ofbeldið kvelr í eldi;
fávíss er sá, er feðgin þessi
faðma vill en siðunum spilla.","Svá er greinanda; á samri stundu
sem eingillinn tók að spillaz,
söktiz hann með sínum grönnum
sem blývarða í djúpleik jarðar,
blindan þar sem föður sinn fjandann
feikt ofbeldið kvelr í eldi;
fávíss er sá, er feðgin þessi
faðma vill en siðunum spilla.",Lilja,Anon Lil 9<sup>VII</sup>,7,Anonymous
3913,"Dagarnir sex að vísu vuxu
veltiligir um sjávarbelti,
áðr en feingi alla prýði
jörð og loft, það er drottinn gjörði:
pressað vatn í himininn hvassa,
hjörn og eld sem merkistjörnur,
hagl og dýr sem fiska og fugla,
fagran plóg sem aldinskóga.","Dagarnir sex að vísu vuxu
veltiligir um sjávarbelti,
áðr en feingi alla prýði
jörð og loft, það er drottinn gjörði:
pressað vatn í himininn hvassa,
hjörn og eld sem merkistjörnur,
hagl og dýr sem fiska og fugla,
fagran plóg sem aldinskóga.",Lilja,Anon Lil 10<sup>VII</sup>,7,Anonymous
3914,"Breytti guð og brá til hætti
blóð og hold af vatni og moldu,
liettan blástr af lofti næsta,
lífs heitleika af sólar reitum,
önd og þar til síðan sendi;
sú er skiljandi drottins vilja;
leið kunnandi um líkams æðar,
líf skínanda af helgum anda.","Breytti guð og brá til hætti
blóð og hold af vatni og moldu,
liettan blástr af lofti næsta,
lífs heitleika af sólar reitum,
önd og þar til síðan sendi;
sú er skiljandi drottins vilja;
leið kunnandi um líkams æðar,
líf skínanda af helgum anda.",Lilja,Anon Lil 11<sup>VII</sup>,7,Anonymous
3915,"Svá er líðandi maðr af móður-
moldu — þó er með skæru holdi —
Ádám nefndur, er alls í heimi
átti ráð með frelsi og náðum.
Höfginn rann svá hægr á þenna
heims stýranda; fekk hann skýra
andagift, og síðan sýndi,
svá vorðinna spádómsorða.","Svá er líðandi maðr af móður-
moldu — þó er með skæru holdi —
Ádám nefndur, er alls í heimi
átti ráð með frelsi og náðum.
Höfginn rann svá hægr á þenna
heims stýranda; fekk hann skýra
andagift, og síðan sýndi,
svá vorðinna spádómsorða.",Lilja,Anon Lil 12<sup>VII</sup>,7,Anonymous
3916,"Út leiðandi af Ádáms síðu
Évam brátt, sem Móises váttar;
vist og æru, vald og ástir
vísa gaf hann þeim paradísar,
þangað til, er þau með einglum
— það er blíðan mest — lifði síðan
með afspringi alt, það er feingi,
ævinliga og þakkir gæfi.","Út leiðandi af Ádáms síðu
Évam brátt, sem Móises váttar;
vist og æru, vald og ástir
vísa gaf hann þeim paradísar,
þangað til, er þau með einglum
— það er blíðan mest — lifði síðan
með afspringi alt, það er feingi,
ævinliga og þakkir gæfi.",Lilja,Anon Lil 13<sup>VII</sup>,7,Anonymous
3917,"En að verðleikrinn vís á jörðu
vyrði sök til himna dýrðar,
boðorðið liet fram blíður drottinn;
býður þeim í skyldu að hlýða:
‘Eplið eitt eg banna að bíta
báðum ykkr, en þið munuð ráða,
deyja skuluð, ef efnið eigi
einfalt boð með dyggleik hreinum.’","En að verðleikrinn vís á jörðu
vyrði sök til himna dýrðar,
boðorðið liet fram blíður drottinn;
býður þeim í skyldu að hlýða:
‘Eplið eitt eg banna að bíta
báðum ykkr, en þið munuð ráða,
deyja skuluð, ef efnið eigi
einfalt boð með dyggleik hreinum.’",Lilja,Anon Lil 14<sup>VII</sup>,7,Anonymous
3918,"Þrútnar, svellr og unir við illa
eingill, bann það er hafði feingið,
fyrða sveitin fædd á jörðu
fái þar vist, er sjálfr hann misti,
og bruggandi dauðans dreggjar,
duldiz hann fyrir augsjón manna;
fjölkunnigr í einum innan
ormi tók hann mál að forma.","Þrútnar, svellr og unir við illa
eingill, bann það er hafði feingið,
fyrða sveitin fædd á jörðu
fái þar vist, er sjálfr hann misti,
og bruggandi dauðans dreggjar,
duldiz hann fyrir augsjón manna;
fjölkunnigr í einum innan
ormi tók hann mál að forma.",Lilja,Anon Lil 15<sup>VII</sup>,7,Anonymous
3919,"Sem próvandi segir, að ‘Éva,
svara mier skjótt! En hví hefir dróttinn
sætast ykkur blóm að bíta
bannað, lofað en flest alt annað?’
Svá fór það, er svaraði Éva,
sem margbrugðinn fjandinn hugði:
‘að ei fari við lífs af leiðum,
liettliga hröpum í dauðans stiettir.’","Sem próvandi segir, að ‘Éva,
svara mier skjótt! En hví hefir dróttinn
sætast ykkur blóm að bíta
bannað, lofað en flest alt annað?’
Svá fór það, er svaraði Éva,
sem margbrugðinn fjandinn hugði:
‘að ei fari við lífs af leiðum,
liettliga hröpum í dauðans stiettir.’",Lilja,Anon Lil 16<sup>VII</sup>,7,Anonymous
3920,"Liettliga þar — svá ljósin vátta
liettleika í svaranna reikan —
því treystiz hann framt að freista
flærðum settr og talar með prettum:
‘Eigi munu þið Ádám deyja
andlitshvít, þóað eplið bítið,
heldur munuð með heiðr og valdi
hosk og rík við guðdóm líkjaz.’","Liettliga þar — svá ljósin vátta
liettleika í svaranna reikan —
því treystiz hann framt að freista
flærðum settr og talar með prettum:
‘Eigi munu þið Ádám deyja
andlitshvít, þóað eplið bítið,
heldur munuð með heiðr og valdi
hosk og rík við guðdóm líkjaz.’",Lilja,Anon Lil 17<sup>VII</sup>,7,Anonymous
3921,"Auðgint mjög, því að Éva trúði,
át hon blóm, en tapaði sóma,
og þar með sier Ádám teygði;
át hann nú það, er vissi bannað.
Ugði hann, að Éva stygðiz,
ef neitaði bæn að veita;
fjandinn gat svá í fyrstu blindað
feðgin vár með nógu dári.","Auðgint mjög, því að Éva trúði,
át hon blóm, en tapaði sóma,
og þar með sier Ádám teygði;
át hann nú það, er vissi bannað.
Ugði hann, að Éva stygðiz,
ef neitaði bæn að veita;
fjandinn gat svá í fyrstu blindað
feðgin vár með nógu dári.",Lilja,Anon Lil 18<sup>VII</sup>,7,Anonymous
3922,"Refsar þeim að riettum dómi
ríkr herra fyr ódygð slíka;
rak þau braut af sæmdarsæti
snauð og nökt í myrkr og dauða.
Veltuz aum í veslum heimi
víða lands, þar er nær öll síðan
lýða kind af sárum syndum
sendiz fram af Ádáms lendum.","Refsar þeim að riettum dómi
ríkr herra fyr ódygð slíka;
rak þau braut af sæmdarsæti
snauð og nökt í myrkr og dauða.
Veltuz aum í veslum heimi
víða lands, þar er nær öll síðan
lýða kind af sárum syndum
sendiz fram af Ádáms lendum.",Lilja,Anon Lil 19<sup>VII</sup>,7,Anonymous
3923,"Remman brast af rót í kvistu;
rann þá glæpr af hverjum til annars;
leið svá heimr um langan tíma
lífs andvani en fullr af grandi.
L<i>ie</i>ttir hvörki ugg nie ótta,
eftir mest en þó er að lesti;
opið helvíti búið með bölvi
bauð sig fram við hvers manns dauða.","Remman brast af rót í kvistu;
rann þá glæpr af hverjum til annars;
leið svá heimr um langan tíma
lífs andvani en fullr af grandi.
Liettir hvörki ugg nie ótta,
eftir mest en þó er að lesti;
opið helvíti búið með bölvi
bauð sig fram við hvers manns dauða.",Lilja,Anon Lil 20<sup>VII</sup>,7,Anonymous
3924,"Heimr er dauðr, en hvað er til ráða?
Hvar gietr þann, er sier megi bjarga?
Hvergi, því að í synda saurgan
sannliga, hverr að þyngir annan.
Eitt er til, það er eg skal vátta,
— á eg grátandi frammi að standa —
attú sjálfr, inn dýri drottinn,
dugir nú ferð, svá lífguð verði.","Heimr er dauðr, en hvað er til ráða?
Hvar gietr þann, er sier megi bjarga?
Hvergi, því að í synda saurgan
sannliga, hverr að þyngir annan.
Eitt er til, það er eg skal vátta,
— á eg grátandi frammi að standa —
attú sjálfr, inn dýri drottinn,
dugir nú ferð, svá lífguð verði.",Lilja,Anon Lil 21<sup>VII</sup>,7,Anonymous
3925,"Veitt er líf, það er varð, er mátti;
veitt er líf, það er Ádám neitti;
sú miskunn á settum tíma
sendiz fram af guðdóms hendi,
ljós í heim að lifanda kæmi;
lifandi víst og kvaldar andir
tæki burt ór djöfla díki;
dýrð einglanna slíku stýrði.","Veitt er líf, það er varð, er mátti;
veitt er líf, það er Ádám neitti;
sú miskunn á settum tíma
sendiz fram af guðdóms hendi,
ljós í heim að lifanda kæmi;
lifandi víst og kvaldar andir
tæki burt ór djöfla díki;
dýrð einglanna slíku stýrði.",Lilja,Anon Lil 22<sup>VII</sup>,7,Anonymous
3926,"Tendraz öll og tala með snilli,
tunga mín, af herra þínum!
Um stórmerkin áttu að yrkja
yfirspennanda heima þrennra.
Bjúg og sár í bandi værir,
bandi riett ins nezta fjanda,
nema hjálpræði guðs ið góða
giefið á jörð mig leystan hefði.","Tendraz öll og tala með snilli,
tunga mín, af herra þínum!
Um stórmerkin áttu að yrkja
yfirspennanda heima þrennra.
Bjúg og sár í bandi værir,
bandi riett ins nezta fjanda,
nema hjálpræði guðs ið góða
giefið á jörð mig leystan hefði.",Lilja,Anon Lil 23<sup>VII</sup>,7,Anonymous
3927,"Nær og firr með skygnleik skýrum
skapandi alt með syni og anda
föðurpersónan, eingli einum
erindi býðr, en þessi hlýðir:
‘Fljúg, og seg það Máríu meyju
mætri, þeirri er eg skal gæta,
minn einkason holdi hennar
hlýðinnar vill björtu skrýðaz.’","Nær og firr með skygnleik skýrum
skapandi alt með syni og anda
föðurpersónan, eingli einum
erindi býðr, en þessi hlýðir:
‘Fljúg, og seg það Máríu meyju
mætri, þeirri er eg skal gæta,
minn einkason holdi hennar
hlýðinnar vill björtu skrýðaz.’",Lilja,Anon Lil 24<sup>VII</sup>,7,Anonymous
3928,"Móðir oss er Máría þessi,
mektarblóm en full af sóma,
glæsilig sem roðnuð rósa
runnin upp við lifandi brunna,
rót ilmandi lítillætis,
logandi öll með skírleiks anda,
guði unnandi og góðum mönnum,
guði líkjandi í dygðum slíkum.","Móðir oss er Máría þessi,
mektarblóm en full af sóma,
glæsilig sem roðnuð rósa
runnin upp við lifandi brunna,
rót ilmandi lítillætis,
logandi öll með skírleiks anda,
guði unnandi og góðum mönnum,
guði líkjandi í dygðum slíkum.",Lilja,Anon Lil 25<sup>VII</sup>,7,Anonymous
3929,"Eingin sé eg, að jarðlig tunga,
inn háleiti stjörnu reitar
drottinn, þier, sem verðugt væri,
vandað fái nú stef til handa.
Sie þier dýrð með sannri prýði
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.","Eingin sé eg, að jarðlig tunga,
inn háleiti stjörnu reitar
drottinn, þier, sem verðugt væri,
vandað fái nú stef til handa.
Sie þier dýrð með sannri prýði
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.",Lilja,Anon Lil 26<sup>VII</sup>,7,Anonymous
3930,"Leið sigrandi páfugls prýði
pentað innan firmamentum
Gabriél sem geisli sólar
gleðiligur í loft in neðri.
Sendiboði kom sjaufalds anda
— svá er greinanda — að húsi einu;
sannr meydómrinn sat þar inni
sjálft hreinlífið gimsteinn vífa.","Leið sigrandi páfugls prýði
pentað innan firmamentum
Gabriél sem geisli sólar
gleðiligur í loft in neðri.
Sendiboði kom sjaufalds anda
— svá er greinanda — að húsi einu;
sannr meydómrinn sat þar inni
sjálft hreinlífið gimsteinn vífa.",Lilja,Anon Lil 27<sup>VII</sup>,7,Anonymous
3931,"Og svá veik að meyju mjúkri:
‘Máría, hlýð nú orðum várum!
Frægast víf, þier færeg áve,
full miskunnar sætleiks brunna.
Samangeypnandi sína skepnu
sannr höfðinginn eingla og manna
byggir þier fyr brjósti skæru,
blessuð mær; þú ert sprundum hæri.’","Og svá veik að meyju mjúkri:
‘Máría, hlýð nú orðum várum!
Frægast víf, þier færeg áve,
full miskunnar sætleiks brunna.
Samangeypnandi sína skepnu
sannr höfðinginn eingla og manna
byggir þier fyr brjósti skæru,
blessuð mær; þú ert sprundum hæri.’",Lilja,Anon Lil 28<sup>VII</sup>,7,Anonymous
3932,"Heyrði og trúði, en undraz orðin
jungfrú kyrr, því vissi hun fyrri
aldri kvaddan mann á moldu
með þvílíkri tígnarkveðju.
Fyrirbjóðandi henni að hræðaz,
höfuðeingillinn talaði leingra:
‘Guð himnanna fram mun fæðaz,
frúin skínandi, af holdi þínu.’","Heyrði og trúði, en undraz orðin
jungfrú kyrr, því vissi hun fyrri
aldri kvaddan mann á moldu
með þvílíkri tígnarkveðju.
Fyrirbjóðandi henni að hræðaz,
höfuðeingillinn talaði leingra:
‘Guð himnanna fram mun fæðaz,
frúin skínandi, af holdi þínu.’",Lilja,Anon Lil 29<sup>VII</sup>,7,Anonymous
3933,"Friettir nú, með hverjum hætti
henni bæri til fögnuð þenna,
borgarmúrr svá að brysti hvergi
bygð geymandi hreinleiks dygða.
Eingill segir, að ei mun syngaz
jungfrú blíð, þá er sveinn er smíðaðr
haglig myndan heilags anda
hold og bein af líkam hreinum.","Friettir nú, með hverjum hætti
henni bæri til fögnuð þenna,
borgarmúrr svá að brysti hvergi
bygð geymandi hreinleiks dygða.
Eingill segir, að ei mun syngaz
jungfrú blíð, þá er sveinn er smíðaðr
haglig myndan heilags anda
hold og bein af líkam hreinum.",Lilja,Anon Lil 30<sup>VII</sup>,7,Anonymous
3934,"Loftin öll af ljósi fyllaz;
legir á grundu stóðu og undraz;
kúguð sjálf af nærri nógu
náttúran sier ekki mátti.
Giftiz öndin guðdóms krafti
góð og huldiz Máríu blóði;
glaðrar dvelz í jungfrú iðrum
ein persóna þrennrar greinar.","Loftin öll af ljósi fyllaz;
legir á grundu stóðu og undraz;
kúguð sjálf af nærri nógu
náttúran sier ekki mátti.
Giftiz öndin guðdóms krafti
góð og huldiz Máríu blóði;
glaðrar dvelz í jungfrú iðrum
ein persóna þrennrar greinar.",Lilja,Anon Lil 31<sup>VII</sup>,7,Anonymous
3935,"Hjörtun játi; falli og fljóti
fagnaðarlaug af hvers manns augum;
æ þakkandi miskunn mjúka
minn drottinn, í holdgan þinni;
Sie þier dýrð með sannri prýði,
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.","Hjörtun játi; falli og fljóti
fagnaðarlaug af hvers manns augum;
æ þakkandi miskunn mjúka
minn drottinn, í holdgan þinni;
Sie þier dýrð með sannri prýði,
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.",Lilja,Anon Lil 32<sup>VII</sup>,7,Anonymous
3936,"Fimm mánuðum og fjórum síðar
fæddiz sveinn af meyju hreinni,
skygnast sem þá er glerið í gegnum
geislinn brár fyrir augum várum.
Glóar þar sól af glerinu heilu;
gleðiligt jóðið skínn af móður,
að innsigli höldnu hennar
hreinferðugstra meydóms greina.","Fimm mánuðum og fjórum síðar
fæddiz sveinn af meyju hreinni,
skygnast sem þá er glerið í gegnum
geislinn brár fyrir augum várum.
Glóar þar sól af glerinu heilu;
gleðiligt jóðið skínn af móður,
að innsigli höldnu hennar
hreinferðugstra meydóms greina.",Lilja,Anon Lil 33<sup>VII</sup>,7,Anonymous
3937,"Eingin heyrðuz eingi vurðu
jöfn tíðindin fyrr nie síðar,
bæði senn því mær og móður,
mann og guð, bauð trúan að sanna.
Loftin sungu komnum kóngi
kunnigt lof, þar er hirðar runnu;
himna dýrðin hneigð á jörðu;
hier samteingduz menn og einglar.","Eingin heyrðuz eingi vurðu
jöfn tíðindin fyrr nie síðar,
bæði senn því mær og móður,
mann og guð, bauð trúan að sanna.
Loftin sungu komnum kóngi
kunnigt lof, þar er hirðar runnu;
himna dýrðin hneigð á jörðu;
hier samteingduz menn og einglar.",Lilja,Anon Lil 34<sup>VII</sup>,7,Anonymous
3938,"Þó var ei svá rík, að reifa
ríkust móðir ætti góða;
því var kóngrinn hörðu heyvi
huldr, að mætti firraz kulda.
Umsníðningar Jésú prýði
átti dagr að fæðing váttar
æsiz blóð á líkam ljósan;
lagaz minnilig tár af kinnum.","Þó var ei svá rík, að reifa
ríkust móðir ætti góða;
því var kóngrinn hörðu heyvi
huldr, að mætti firraz kulda.
Umsníðningar Jésú prýði
átti dagr að fæðing váttar
æsiz blóð á líkam ljósan;
lagaz minnilig tár af kinnum.",Lilja,Anon Lil 35<sup>VII</sup>,7,Anonymous
3939,"Á þrettánda dag til drottins
dýrðarmenn, er ríkjum stýrðu
austr í heim, með offri kómu
ungan mann að prísa á þannveg.
Umrennandi sex að sinnum
sex daga grein og fjórum einum
offraz kaus fyrir oss að vísu
Jésús sjálfr í musteris hválfi.","Á þrettánda dag til drottins
dýrðarmenn, er ríkjum stýrðu
austr í heim, með offri kómu
ungan mann að prísa á þannveg.
Umrennandi sex að sinnum
sex daga grein og fjórum einum
offraz kaus fyrir oss að vísu
Jésús sjálfr í musteris hválfi.",Lilja,Anon Lil 36<sup>VII</sup>,7,Anonymous
3940,"Vígðiz oss, þá er vatni dögðiz,
valdr himnanna á þrítugsaldri,
í Jórdán við æðar hreinar;
Jón baptista drottni þjónar.
Þessi ástvinr Jésú Kristi
er nú váttr, er þann dag mátti
sjá skínandi á grænni grundu
guðs þrenning með lýðum kennaz.","Vígðiz oss, þá er vatni dögðiz,
valdr himnanna á þrítugsaldri,
í Jórdán við æðar hreinar;
Jón baptista drottni þjónar.
Þessi ástvinr Jésú Kristi
er nú váttr, er þann dag mátti
sjá skínandi á grænni grundu
guðs þrenning með lýðum kennaz.",Lilja,Anon Lil 37<sup>VII</sup>,7,Anonymous
3941,"Finn eg, alt að manvit manna
mæðiz, þegar er um skal ræða
máttrinn þinn, inn mikli drottinn;
meiri er hann en gjörvalt annað.
Sie þier dýrð með sannri prýði,
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.","Finn eg, alt að manvit manna
mæðiz, þegar er um skal ræða
máttrinn þinn, inn mikli drottinn;
meiri er hann en gjörvalt annað.
Sie þier dýrð með sannri prýði,
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.",Lilja,Anon Lil 38<sup>VII</sup>,7,Anonymous
3942,"Undraz tók inn forni fjandi
fæddan mann, er skilja var bannað,
og þvílíkt, sem andinn segði
orðin slík af tungu forðum:
‘Þykki mier, sem nýjung nökkur
nálgiz heim og ættir beima;
eitthvað klókt mun drottinn dikta:
duldr em eg, því að ferr af huldu.","Undraz tók inn forni fjandi
fæddan mann, er skilja var bannað,
og þvílíkt, sem andinn segði
orðin slík af tungu forðum:
‘Þykki mier, sem nýjung nökkur
nálgiz heim og ættir beima;
eitthvað klókt mun drottinn dikta:
duldr em eg, því að ferr af huldu.",Lilja,Anon Lil 39<sup>VII</sup>,7,Anonymous
3943,"‘Jésúm tígna eingla rásir
upp og niðr af himni þriðja;
stjörnuljós og færðar fórnir,
friðar samband á hverju landi,
slík afla mier sóttarauka,
sönn stórmerkin veitt hjá mönnum;
kvíðig, að hans remming ráða
ríði mier að báðum síðum.","‘Jésúm tígna eingla rásir
upp og niðr af himni þriðja;
stjörnuljós og færðar fórnir,
friðar samband á hverju landi,
slík afla mier sóttarauka,
sönn stórmerkin veitt hjá mönnum;
kvíðig, að hans remming ráða
ríði mier að báðum síðum.",Lilja,Anon Lil 40<sup>VII</sup>,7,Anonymous
3944,"‘Föðurætt hans, trúig, fá munu hitta;
finz móðernið hier með þjóðum;
þó er atferðin Jésú burðar
undarlig, svá að skil eg það varla.
Ekki er mier á þessum þokki;
þannin ferr þeim unga manni;
aldri var sá fyrr á foldu
fæddur maðr, er eg næsta hræddumz.","‘Föðurætt hans, trúig, fá munu hitta;
finz móðernið hier með þjóðum;
þó er atferðin Jésú burðar
undarlig, svá að skil eg það varla.
Ekki er mier á þessum þokki;
þannin ferr þeim unga manni;
aldri var sá fyrr á foldu
fæddur maðr, er eg næsta hræddumz.",Lilja,Anon Lil 41<sup>VII</sup>,7,Anonymous
3945,"‘Þystir hann og er fölr af föstum,
firriz hlátr, en kann að gráta;
mæðiz hann og er móður sinnar
mjólku fæddr, en reifum klæddiz.
Finn eg þó, að í slíku sannar
sjálf náttúran, manndóm váttar;
fýsir mig því framm að æsa
flein ódygðar honum að meini.","‘Þystir hann og er fölr af föstum,
firriz hlátr, en kann að gráta;
mæðiz hann og er móður sinnar
mjólku fæddr, en reifum klæddiz.
Finn eg þó, að í slíku sannar
sjálf náttúran, manndóm váttar;
fýsir mig því framm að æsa
flein ódygðar honum að meini.",Lilja,Anon Lil 42<sup>VII</sup>,7,Anonymous
3946,"‘Mier virðiz, sem miklu hærra
mætur guði hann Ádám sæti,
áðr eg sveik þau Évun bæði
ærusnauð í myrkr og dauða.
Satt er, að fæstir sjá við prettum;
svá mun enn um Jésúm þenna,
því treystumz eg framt að freista;
forðum hefir eg slægvitr vorðið.’","‘Mier virðiz, sem miklu hærra
mætur guði hann Ádám sæti,
áðr eg sveik þau Évun bæði
ærusnauð í myrkr og dauða.
Satt er, að fæstir sjá við prettum;
svá mun enn um Jésúm þenna,
því treystumz eg framt að freista;
forðum hefir eg slægvitr vorðið.’",Lilja,Anon Lil 43<sup>VII</sup>,7,Anonymous
3947,"Sonr Máríu, sonr inn dýri,
sonr menniligr guðs og hennar,
kenndu mier að forðaz fjandann
fjölkunnigan, en þier að unna.
Sie þier dýrð með sannri prýði,
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.","Sonr Máríu, sonr inn dýri,
sonr menniligr guðs og hennar,
kenndu mier að forðaz fjandann
fjölkunnigan, en þier að unna.
Sie þier dýrð með sannri prýði,
sunginn heiðr af öllum tungum
eilífliga með sigri og sælu;
sæmd og vald það minkaz aldri.",Lilja,Anon Lil 44<sup>VII</sup>,7,Anonymous
3948,"Friett hefir eg, að freistar drottins
föstumóðs á ýmsum löstum
púkans slægð, er hvern mann hugðiz
hrekkjum vanr, í synd að blekkja.
Vielakrings á vöfðum streingjum
vundin oft, en sneruz á lofti,
skeytin öll hin flærðarfullu
fjandans brjóst í gegnum standa.","Friett hefir eg, að freistar drottins
föstumóðs á ýmsum löstum
púkans slægð, er hvern mann hugðiz
hrekkjum vanr, í synd að blekkja.
Vielakrings á vöfðum streingjum
vundin oft, en sneruz á lofti,
skeytin öll hin flærðarfullu
fjandans brjóst í gegnum standa.",Lilja,Anon Lil 45<sup>VII</sup>,7,Anonymous
3949,"Þessu næst hins kæra Kristi
kenning tók um bygð að renna;
lífþjónandi lærisveina
leitar, finnr og þar með veitir
blindum, hrjúfum, dumbum, daufum,
dauðum, krömdum, ærum, lömdum:
augu, græðing, orð, að hlýða,
andir, heilsu, vizku, að standa.","Þessu næst hins kæra Kristi
kenning tók um bygð að renna;
lífþjónandi lærisveina
leitar, finnr og þar með veitir
blindum, hrjúfum, dumbum, daufum,
dauðum, krömdum, ærum, lömdum:
augu, græðing, orð, að hlýða,
andir, heilsu, vizku, að standa.",Lilja,Anon Lil 46<sup>VII</sup>,7,Anonymous
3950,"Þetta sér hann fjandi, að fættiz
fólkið hans, og líz það vansi,
dæmin góð að vaxa víða;
verri brögð og lýtin þverra.
Púkinn kvaldr og þeygi þoldi
þenna leik, er hafðan kennir,
því flýtandi sínar sveitir
synda brjót að drepa sem skjótast.","Þetta sér hann fjandi, að fættiz
fólkið hans, og líz það vansi,
dæmin góð að vaxa víða;
verri brögð og lýtin þverra.
Púkinn kvaldr og þeygi þoldi
þenna leik, er hafðan kennir,
því flýtandi sínar sveitir
synda brjót að drepa sem skjótast.",Lilja,Anon Lil 47<sup>VII</sup>,7,Anonymous
